"number","title","pageid","namespace","length","touched"
"1901","Molecular_pathological_epidemiology","39618075","","22023","20160619222156"
"1902","Cinema_therapy","39652255","","16596","20160606003310"
"1903","Homelessness_and_mental_health","39657237","","23957","20160606003310"
"1904","Globophobia","39670586","","2508","20160607140613"
"1905","Federal_Compulsory_Medical_Insurance_Fund_(Russia)","39698413","","1802","20160602175930"
"1906","Office_of_Women's_Health","39729575","","3928","20160606003310"
"1907","Sullivan's_Index","39776872","","1771","20160606003310"
"1908","Medical_Officer_(AYUSH)","39801627","","962","20160410121254"
"1909","Heterogeneous_condition","39842091","","4084","20160606003310"
"1910","Thomas_Fresh","39904011","","5902","20160606003310"
"1911","Prevalence_of_birth_control","39906058","","13543","20160606003310"
"1912","Mental_health_tribunal","39908628","","14811","20160401221404"
"1913","GuLF_Study","39915354","","18515","20160513094356"
"1914","Principles_for_the_Protection_of_Persons_with_Mental_Illness","39921933","","2082","20160513082327"
"1915","Environmental_health_ethics","39924959","","11038","20160606003310"
"1916","NCPEDP_MphasiS_Universal_Design_Awards","39932121","","5812","20160606003310"
"1917","Impairment_rating","39948152","","2048","20160609190353"
"1918","Super-spreader","39958236","","16967","20160610030501"
"1919","Lead_contamination_in_Oakland","39977923","","15987","20160606003310"
"1920","5-SPICE_framework","39993576","","5944","20160606003310"
"1921","EHS_Today","40005944","","6057","20160606003310"
"1922","Ramboll_Environ","40014144","","19338","20160606003310"
"1923","Invoke_Image_Display","40136014","","1959","20160606003310"
"1924","Integrating_the_Healthcare_Enterprise","40142454","","10882","20160614064110"
"1925","Ecosystem_health","40159918","","29549","20160619174933"
"1926","Frederick_S._Jaffe","40174288","","7565","20160606003310"
"1927","Retirement_migration","40249106","","116","20160531224354"
"1928","Ecotrophology","40265974","","944","20160603043037"
"1929","Relationship_between_education_and_HIV/AIDS","40271081","","8610","20160606003310"
"1930","Alcohol_and_Native_Americans","40345875","","21941","20160610200612"
"1931","Rooming-in","40363468","","1238","20160606003310"
"1932","Antibiotic_use_in_livestock","40364158","","63435","20160614062802"
"1933","Maternity_home","40379431","","1199","20160606003310"
"1934","Migraine_Specific_Quality_of_Life","40428462","","6755","20160606003310"
"1935","Option_grid","40504763","","8284","20160606003310"
"1936","Responsible_drug_use","40513485","","15163","20160612083211"
"1937","Black_Women's_Health_Study","40550996","","2710","20160612140740"
"1938","Caerphilly_Heart_Disease_Study","40617207","","28844","20160607140827"
"1939","Computer-assisted_interventions","40623623","","10308","20160606003310"
"1940","Postmenopausal_confusion","40624233","","16202","20160614065717"
"1941","National_&_Gulf_Center_for_Evidence_Based_Health_Practice","40644564","","4207","20160612140740"
"1942","The_Rheumatoid_Arthritis_Quality_of_Life_Questionnaire","40667954","","10244","20160606003310"
"1943","Cambridge_Pulmonary_Hypertension_Outcome_Review","40687401","","9343","20160606003310"
"1944","Oswestry_Disability_Index","40700789","","2933","20160517234851"
"1945","All-payer_rate_setting","40708699","","3657","20160606003310"
"1946","Patient_Reported_Outcome_Indices_for_Multiple_Sclerosis","40738710","","6848","20160606003310"
"1947","Psoriatic_Arthritis_Quality_of_Life","40749890","","5732","20160606003310"
"1948","Asthma_Life_Impact_Scale","40788603","","3650","20160606003310"
"1949","National_Treatment_Purchase_Fund","40840374","","1092","20160526130603"
"1950","Social_determinants_of_health_in_Mexico","40848543","","17100","20160610162232"
"1951","Jewelry_hygiene","40864952","","9319","20160427063452"
"1952","Boston_Association_for_Childbirth_Education","40872662","","2516","20160612140740"
"1953","Grain_facility_occupational_exposure","40913342","","24077","20160606003310"
"1954","Reality_testing","40919832","","5339","20151015185555"
"1955","Coping_Cat","41033156","","5855","20160606003310"
"1956","Dual_relationship","41066719","","4106","20160606003310"
"1957","Vision_rehabilitation","41121734","","22795","20160606210146"
"1958","Obstetric_transition","41136939","","9766","20160612140740"
"1959","Food_swap","41149314","","6866","20160606003310"
"1960","Marriage_and_health","41163867","","28818","20160607213146"
"1961","Bradburn_Affect_Balance_Scale","41165568","","844","20160427063452"
"1962","Stanley_Zlotkin","41205794","","4947","20160617235331"
"1963","Medical_Technology_Group","41214581","","12888","20160606003310"
"1964","David_Vanderpool","41216691","","8778","20160606003310"
"1965","Recurrent_genital_herpes_quality_of_life_measure","41247442","","4262","20160610150837"
"1966","Persons_with_reduced_mobility","41255208","","1807","20160606003310"
"1967","Medical_Service_Ministries","41311298","","14669","20160427063452"
"1968","Quality_of_well-being_scale","41336070","","7539","20160611111822"
"1969","Wellbeing_at_Work_conference","41336366","","2350","20160606003310"
"1970","Health_information_on_the_Internet","41384660","","20567","20160606003310"
"1971","Countess_of_Dufferin_Fund","41413797","","9411","20160604161456"
"1972","MAP_International","41422437","","13840","20160606142128"
"1973","Exchange_Information_Disclosure_Act","41577631","","18378","20160606003310"
"1974","Women's_health_nurse_practitioner","41622664","","4064","20160618134414"
"1975","Premunity","41675630","","4822","20160606003310"
"1976","Shenkui","41700249","","6512","20160612140740"
"1977","Options_counseling","41732652","","829","20140826153720"
"1978","Maryland_hospital_payment_system","41781858","","4025","20160612140740"
"1979","Mental_illness_portrayed_in_media","41815264","","9490","20160606003310"
"1980","Infodemiology","41863865","","3391","20160614062708"
"1981","American_College_of_Occupational_and_Environmental_Medicine","41901406","","1794","20160606003310"
"1982","Patient_navigators","41917792","","16962","20160606003310"
"1983","Handwashing_in_Judaism","41968699","","25747","20160607054359"
"1984","Patient_Data_Management_System","41996716","","1418","20160427063452"
"1985","Perpetration-induced_traumatic_stress","42112603","","8456","20160605155919"
"1986","Open_defecation","42137175","","25616","20160615123705"
"1987","Emergency_Responder_Health_Monitoring_and_Surveillance","42165783","","16742","20160609163544"
"1988","CRNHs","42173597","","4645","20160612192119"
"1989","Adverse_Childhood_Experiences_Study","42191322","","39571","20160616221101"
"1990","Emotional_symbiosis","42241898","","6781","20160612192119"
"1991","Wireless_ambulatory_ecg","42241914","","5845","20160606202344"
"1992","List_of_health_scares","42305366","","11457","20160616221101"
"1993","Food_Hygiene_Rating_(Wales)_Act_2013","42361762","","1756","20160606003310"
"1994","Suboptimal_health","42378289","","9400","20160614070041"
"1995","World_Immunization_Week","42448124","","4367","20160527133647"
"1996","Stride_Health","42487307","","3897","20160606003310"
"1997","New_York_Women's_Foundation","42519032","","6096","20160606003310"
"1998","National_Survey_of_Family_Growth","42558734","","7482","20160606003310"
"1999","World_Happiness_Report","42576223","","95281","20160618173424"
"2000","Elevation_(emotion)","42599874","","19125","20160609163402"
"2001","Reference_Intakes","42600384","","2707","20160606003310"
"2002","Admission,_discharge,_and_transfer_system","42608368","","1918","20160427063452"
"2003","Women's_self_image","42613131","","12730","20160614071819"
"2004","List_of_OECD_countries_by_job_security","42659544","","3552","20160610210455"
"2005","List_of_OECD_countries_by_long-term_unemployment_rate","42659676","","6398","20160615050140"
"2006","List_of_countries_by_time_devoted_to_leisure_and_personal_care","42659816","","4615","20160610210455"
"2007","List_of_countries_by_consultation_on_rule-making","42659970","","4174","20160610210455"
"2008","List_of_countries_by_natural_disaster_risk","42661330","","32070","20160618173424"
"2009","List_of_OECD_countries_by_hospital_beds","42662819","","3299","20160610210455"
"2010","List_of_OECD_countries_by_cancer_rate","42687297","","1512","20160608142429"
"2011","Public_Health_Emergency_of_International_Concern","42694003","","5492","20160606003310"
"2012","Moral_injury","42740507","","4574","20160606003310"
"2013","Women's_reproductive_health_in_Russia","42747181","","17003","20160420222453"
"2014","Health_Level_Seven_International","42752924","","10326","20160614062708"
"2015","World_Health_Academy","42758135","","5088","20160606003310"
"2016","Child_health_in_Uganda","42766304","","9644","20160612140740"
"2017","List_of_countries_by_risk_of_death_from_non-communicable_disease","42766494","","4059","20160610210455"
"2018","Robert_A._Kehoe","42827350","","12032","20160606003310"
"2019","Canadian_Registered_Safety_Professional","42855052","","9576","20160606003310"
"2020","Pulse_vaccination_strategy","42863440","","2741","20160405223414"
"2021","List_of_countries_by_health_expenditure_covered_by_government","42866549","","3732","20160610210455"
"2022","List_of_countries_by_quality_of_healthcare","42870895","","9938","20160610210455"
"2023","Global_Slavery_Index","42975297","","40994","20160618173424"
"2024","Healthy_Entreprise","42975407","","1914","20160606003310"
"2025","Chronic_subjective_dizziness","43048330","","3141","20160606003310"
"2026","Vaginal_weightlifting","43058690","","3524","20160606003310"
"2027","List_of_countries_by_net_take-home_pay","43069548","","5495","20160616062934"
"2028","Health_World_Inc.","43128328","","3211","20160614052755"
"2029","Healthcare_in_Egypt","43144300","","1924","20160526130603"
"2030","The_teach-back_method","43148573","","4148","20160416050231"
"2031","International_Society_of_Drug_Bulletins","43179449","","1132","20160606003310"
"2032","Global_Health_Observatory","43211084","","6226","20160609171558"
"2033","Focus_of_infection","43283483","","4131","20160606003310"
"2034","Susceptibility_and_severity_of_infections_in_pregnancy","43292271","","6084","20160606003310"
"2035","Nutritional_bioactive_compounds","43304774","","983","20160526130603"
"2036","Late_preterm_infant","43312937","","8167","20160610035944"
"2037","Methyphobia","43313031","","1619","20160606003310"
"2038","Carbohydrate_counting","43330956","","4061","20160613144544"
"2039","Doctors_Academy","43363827","","12366","20160606003310"
"2040","Building_engineering_epidemiology","43401550","","523","20160526130603"
"2041","List_of_universities_with_health_psychology_programs","43422964","","32329","20160610162232"
"2042","HIV_and_pregnancy","43456997","","38771","20160616222956"
"2043","Spoon_theory","43467592","","5780","20160606003310"
"2044","Freedom_Fund","43478305","","13287","20160606003310"
"2045","Cultural_competence_in_healthcare","43490088","","22363","20160609154754"
"2046","The_Story_of_John_M'Neil","43528181","","1769","20160526130603"
"2047","OpenNotes","43655196","","10219","20160606003310"
"2048","Australian_Longitudinal_Study_on_Women's_Health","43686632","","6860","20160606003310"
"2049","Illness-Wellness_Continuum","43738139","","10552","20160606003310"
"2050","Back_labor","43772633","","4303","20160606003310"
"2051","Israeli_paradox","43822871","","6930","20160412110412"
"2052","Caregiving_by_country","43839116","","25855","20160616221101"
"2053","Partnership_for_Maternal,_Newborn_&_Child_Health","43846467","","8436","20160606003310"
"2054","Pentavalent_vaccine","43846561","","15449","20160617183724"
"2055","Mental_health_in_association_football","43875835","","5876","20160606003310"
"2056","Vulva_disease","43957252","","5032","20160606003310"
"2057","Economic_evaluation","44013878","","1390","20160606003310"
"2058","Distinguished_Gentleman's_Ride","44032205","","3802","20160614071941"
"2059","EMIAS","44055412","","7691","20160614071941"
"2060","Abortion_in_Bangladesh","44198247","","10196","20160614071819"
"2061","Women's_reproductive_health_in_the_United_States","44211741","","18177","20160613224750"
"2062","St._Catherine's_Master_of_Physician_Assistant_Studies_(MPAS)_Program","44241739","","4200","20160606003310"
"2063","Real_ear_measurement","44267014","","8138","20160606003310"
"2064","Point_of_care_medical_information_summary","44301349","","1013","20160606003310"
"2065","Direct-entry_midwife","44312950","","11415","20160609161044"
"2066","The_Journal_of_Mental_Health_Policy_and_Economics","44317828","","2142","20160606003310"
"2067","Clinical_mental_health_counseling","44318934","","52622","20160512153044"
"2068","Anthony_Costello","44329400","","5010","20160613045147"
"2069","Environmental_enteropathy","44382343","","6104","20160606003310"
"2070","Katsi_Cook","44400466","","10884","20160610221641"
"2071","Targeted_immunization_strategies","44441540","","11635","20160606003310"
"2072","Youth_and_disability","44457141","","9754","20160606003310"
"2073","Dirty_Money_Project","44465484","","2738","20160619162006"
"2074","Anant_Darshan_Shankar","44476107","","3248","20160613011840"
"2075","Yentl_Syndrome","44502784","","3126","20160606003310"
"2076","Health_Score","44573945","","5637","20160413003324"
"2077","European_Union_Statistics_on_Income_and_Living_Conditions","44632395","","750","20160526130603"
"2078","Fitkid","44674023","","786","20160526130603"
"2079","Julia_Indichova","44718725","","14018","20160613115542"
"2080","Human_Factors_in_Engineering_and_Design","44731194","","3104","20160606003310"
"2081","Dynamic_deconstructive_psychotherapy","44734323","","8743","20160503083538"
"2082","Top_10_medical_innovations_(Cleveland_Clinic)","44801686","","1752","20160426133154"
"2083","Nigel_Edwards_(health)","44848510","","2606","20160613170125"
"2084","Dry_January","44924579","","2870","20160610200612"
"2085","Table_of_food_nutrients","44987488","","29640","20160601025505"
"2086","Dental_discount_plan","45029198","","1460","20160606003310"
"2087","Simon_Howard","45162916","","20434","20160614050855"
"2088","Disabled_Access_Day","45165255","","6189","20160606003310"
"2089","Comprehensive_Model_of_Information_Seeking","45206870","","7573","20160430085628"
"2090","Fruit_and_vegetables_for_kids","45207955","","17750","20160614071941"
"2091","Iron_Triangle_of_Health_Care","45213097","","3226","20160220171611"
"2092","Sheri_Sangji_case","45225659","","5621","20160606003310"
"2093","Indiability_Foundation","45255658","","7462","20160606092435"
"2094","Laboratory_safety","45266571","","16310","20160606003310"
"2095","Women_&_Therapy","45269905","","2591","20160606003310"
"2096","Asia_Pacific_Leaders_Malaria_Alliance","45279434","","3099","20160612140740"
"2097","Epidemiology_of_measles","45300883","","55260","20160606003310"
"2098","List_of_diseases_eliminated_from_the_United_States","45314091","","5709","20160425192436"
"2099","Women's_Health_Issues_(journal)","45342152","","2681","20160619162006"
"2100","Rectal_douching","45346083","","8183","20160606003310"
"2101","National_Health_Service_Central_Register_(Scotland)","45377379","","5552","20160606003310"
"2102","Modified_Ashworth_scale","45418326","","1379","20160618091337"
"2103","Community_resilience","45439918","","2126","20160611111822"
"2104","Prolonged_labour","45460517","","983","20160606003310"
"2105","Breastfeeding_and_HIV","45477835","","17841","20160606003310"
"2106","Tuberculous_dactylitis","45539695","","5888","20160606003310"
"2107","Fitness_Republic","45587098","","1553","20160612140740"
"2108","Serum-derived_bovine_immunoglobulin/protein_isolate","45591420","","8720","20160606003310"
"2109","Perry_Kendall","45618586","","8278","20160615030335"
"2110","Marie_Claire_Tchecola","45641399","","4452","20160609053240"
"2111","Twyla_Mason_Gray","45657853","","5444","20160615050745"
"2112","Open_Source_Drug_Discovery","46274882","","14749","20160606003310"
"2113","LTIFR","46310601","","1196","20160612140740"
"2114","Home_health_care_software","46328497","","8206","20160606003310"
"2115","Evidence_Aid","46335828","","36826","20160606003310"
"2116","Craniometaphyseal_dysplasia_autosomal_dominant","46424372","","3170","20160606003310"
"2117","Cerebral_autosomal_recessive_arteriopathy_with_subcortical_infarcts_and_leukoencephalopathy","46427376","","3251","20160606003310"
"2118","EQ-5D","46461872","","12918","20160606003310"
"2119","Film/video-based_therapy","46546036","","24755","20160606003310"
"2120","Non-specific_effect_of_vaccines","46559303","","44042","20160611225226"
"2121","The_Men's_Dress_Reform_Party","46566967","","9548","20160606003310"
"2122","Health_Equity_Impact_Analysis","46575859","","766","20160606003310"
"2123","Asomatognosia","46588018","","1784","20160606003310"
"2124","Autistic_catatonia","46625020","","7163","20160617125803"
"2125","Physician_engagement","46629562","","2011","20160606003310"
"2126","List_of_water_supply_and_sanitation_by_country","46633733","","6329","20160320182331"
"2127","Effects_of_global_warming_on_humans","46646396","","66033","20160619221427"
"2128","List_of_bacterial_vaginosis_microbiota","46655089","","8859","20160612224258"
"2129","Medical–industrial_complex","46704707","","6339","20160606003310"
"2130","Menstrual_hygiene_day","46721106","","22136","20160606003310"
"2131","Biomin","46745932","","8622","20160611153259"
"2132","Hepatitis_Testing_Day","46750253","","294","20160526130603"
"2133","Sanitary_paper","46756823","","1529","20160526130603"
"2134","Tubo-ovarian_abscess","46764211","","8935","20160616222956"
"2135","Nutritional_losses_due_to_food_processing","46769901","","1797","20160612140740"
"2136","Eleanor_Josephine_Macdonald","46782367","","9741","20160515175023"
"2137","Health_Care_for_Women_International","46810902","","4126","20160606003310"
"2138","National_PTSD_Awareness_Day","46812341","","833","20160613192957"
"2139","Journal_of_Women's_Health","46896553","","4927","20160619162006"
"2140","Sigmoid_colon_volvulus","46968424","","2959","20160614040732"
"2141","Patient_Opinion","46979277","","5479","20160606003310"
"2142","Journal_of_Women_&_Aging","46997904","","3271","20160606003310"
"2143","Johns_Hopkins_Aramco_Healthcare","47028897","","875","20160612140740"
"2144","Mycoplasma_hominis_infection","47037717","","10458","20160606003310"
"2145","Oregon_Institute_of_Occupational_Health_Sciences","47052034","","6937","20160606003310"
"2146","Long_Term_Care_Benefit_Plan","47053413","","8476","20160606003310"
"2147","Prospect_Hospice","47101118","","1014","20160606003310"
"2148","St_Ann's_Hospice","47101292","","1803","20160606003310"
"2149","Cornwall_Hospice_Care","47101741","","1241","20160606003310"
"2150","North_Devon_Hospice","47101984","","806","20160606003310"
"2151","Floppy_eyelid_syndrome","47153810","","1166","20160606003310"
"2152","Vanderbilt_ADHD_Diagnostic_Rating_Scale","47191478","","10151","20160618210751"
"2153","Choosing_Wisely_Canada","47196487","","40347","20160606003310"
"2154","Jacqulyn_Longacre","47262157","","8634","20160606003310"
"2155","Deaf_rights_movement","47276677","","8885","20160606003310"
"2156","List_of_selfie-related_injuries_and_deaths","47346235","","34880","20160619235536"
"2157","Mass_deworming","47365311","","35837","20160616221101"
"2158","Identification_of_medicinal_products","47392188","","3950","20160617110450"
"2159","Dry_decontamination","47440482","","8328","20160606003310"
"2160","Midwife","47456362","","43738","20160616232720"
"2161","Mandatory_reporting_in_the_United_States","47522550","","28934","20160606003310"
"2162","Keratosis_obturans","47522660","","4947","20160606003310"
"2163","Phytomedicine","47569095","","11318","20160619162006"
"2164","From_Population_Control_to_Reproductive_Health","47576173","","2147","20160606003310"
"2165","Newcastle_85+_Study","47581493","","2607","20160606003310"
"2166","Revenue_Cycle_Management","47586500","","3073","20160610025132"
"2167","Mandatory_reporting_worldwide","47612990","","33245","20160606003310"
"2168","Pittsburgh_Sleep_Quality_Index","47623807","","5967","20160618210751"
"2169","Hypomania_Checklist","47624085","","9589","20160618210751"
"2170","Timi_Brown-Powers","47636686","","5627","20160612044204"
"2171","Edible_art","47654501","","3009","20160606003310"
"2172","Occupational_hearing_loss","47655600","","12133","20160613195214"
"2173","List_of_water-related_charities","47670179","","17887","20160612140740"
"2174","Mental_illness_in_fly-in_fly-out_workers","47677024","","11064","20160606003310"
"2175","Mental_health_in_the_Australian_Football_League","47677054","","15665","20160606003310"
"2176","Men's_health_in_Australia","47677335","","9809","20160616221101"
"2177","Psychosocial_hazard","47713464","","6950","20160606003310"
"2178","Alzheimer's_research_in_Australia","47717504","","3071","20160612140740"
"2179","Movember_Foundation","47719706","","4032","20160606003310"
"2180","Occupational_safety_and_health_in_Tanzania","47746937","","5300","20160606003310"
"2181","Women's_health_in_Ethiopia","47759880","","6563","20160619174551"
"2182","Evidence_based_assessment","47763053","","4999","20160618210751"
"2183","Autism_Treatment_Evaluation_Checklist","47814453","","9071","20160618210751"
"2184","MQ:_Transforming_Mental_Health","47837423","","4367","20160613114527"
"2185","LRBA_deficiency","47838669","","10313","20160614161203"
"2186","Mental_health_in_aviation","47843651","","11016","20160607140613"
"2187","Foot_odor","47862742","","9471","20160612140740"
"2188","HealthSherpa","47885043","","2842","20160606003310"
"2189","Feed_My_Starving_Children","47893942","","1659","20160612140740"
"2190","VitaPerk","47903162","","3533","20160606003310"
"2191","Federation_of_European_Nutrition_Societies","47917565","","6291","20160614084336"
"2192","Guardian24","47951977","","4847","20160606003310"
"2193","Send_for_Help_Group","47954166","","4247","20160606003310"
"2194","Thelma_C._Davidson_Adair","47963379","","6481","20160606003310"
"2195","Tolerable_weekly_intake","48017959","","6827","20160606003310"
"2196","Agricultural_safety_and_health","48101601","","2950","20160607182847"
"2197","Great_Smoky_Mountains_Study","48128792","","1863","20160606003310"
"2198","Herpes_Viruses_Association","48204902","","4009","20160606003310"
"2199","Ronnie_Lichtman","48209505","","21226","20160606003310"
"2200","Infectious_Disease_(Notification)_Act_1889","48248138","","2803","20160606003310"
"2201","Acute_HME_syndrome","48266440","","5271","20160614071941"
"2202","Jeanne_Achterberg","48269856","","4808","20160527232118"
"2203","Rhinopharyngitis_mutilans","48288559","","1202","20160606003310"
"2204","Food_and_diet_in_Ancient_medicine","48369072","","14465","20160606003310"
"2205","Judith_H._Hibbard","48377242","","3305","20160614064331"
"2206","Lompoc_Hospital_Foundation","48386233","","1042","20160612140740"
"2207","EHCF_School_of_Medical_Informatics","48386266","","324","20160526130603"
"2208","Ta'ang_National_Liberation_Army","48395372","","4853","20160606003310"
"2209","Global_Liveability_Ranking","48461477","","1205","20160616172007"
"2210","Occupational_toxicology","48533038","","3937","20160617221520"
"2211","Federal_Coal_Mine_Safety_Act_of_1952","48535367","","2874","20160317054024"
"2212","Healthcare_in_Madagascar","48566508","","2705","20160612140740"
"2213","Stratec_Biomedical_Systems","48576846","","2870","20160616043851"
"2214","Population_informatics","48676301","","11581","20160606003310"
"2215","Bristol_Community_Health","48681870","","1557","20160612140740"
"2216","An_apple_a_day_keeps_the_doctor_away","48739272","","3017","20160606003310"
"2217","Nutrition_in_Classical_Antiquity","48779270","","12594","20160604061542"
"2218","Health_in_Macedonia","48867108","","1224","20160606003310"
"2219","Health_in_Montenegro","48867232","","438","20160606003310"
"2220","Medical_Association_of_Malta","48870343","","1702","20160611202733"
"2221","Jesse's_Journey","48878328","","3661","20160614062708"
"2222","Healthcare_in_Kuwait","48885515","","660","20160619230553"
"2223","Health_in_Western_Sahara","48888070","","783","20160606003310"
"2224","Human_milk_oligosaccharide","48888279","","2432","20160606003310"
"2225","Neonatal_infection","48892455","","49750","20160606003310"
"2226","Nutrient_profiling","48897472","","1406","20160606003310"
"2227","Auxiliary_nurse_midwife","48916986","","7803","20160617061422"
"2228","Primary_Care_Progress","48951616","","8325","20160606003310"
"2229","Sexualization,_Media,_and_Society","48994652","","3407","20160606003310"
"2230","MIND_diet","49024434","","4164","20160606003310"
"2231","Armada_Group","49066902","","4103","20160606003310"
"2232","Circle_of_Poison","49085532","","13545","20160610135710"
"2233","Healthcare_Engineering","49105793","","20799","20160427063452"
"2234","Rajiv_Gandhi_Jeevandayee_Arogya_Yojana","49122173","","24652","20160606003310"
"2235","Health_in_Tonga","49157804","","818","20160606003310"
"2236","Occupational_heat_stress","49163297","","9510","20160606003310"
"2237","Extended_female_sexuality","49182508","","33237","20160606003310"
"2238","Occupational_skin_diseases","49183081","","4507","20160606003310"
"2239","Traumatology_Institute_(Canada)","49214658","","5484","20160601111957"
"2240","Health_Utilities_Index","49229254","","12481","20160610003121"
"2241","Indoor_Environmental_Quality_Global_Alliance","49237898","","5244","20160220181040"
"2242","Silky_cup","49262267","","1366","20160531175722"
"2243","Snack","49380722","","10869","20160619233212"
"2244","The_Sylvia_Center","49389033","","2771","20160606003310"
"2245","Adelaide_Community_Healthcare_Alliance","49431228","","1742","20160606003310"
"2246","WHO_Pesticide_Evaluation_Scheme","49432423","","443","20160526130603"
"2247","Gynoid_fat_distribution","49458922","","20798","20160606003310"
"2248","List_of_countries_and_dependencies_by_number_of_physicians","49470944","","7818","20160618173424"
"2249","List_of_countries_by_Body_Mass_Index_(BMI)","49541051","","10503","20160613130457"
"2250","Mr._Ouch","49546501","","7991","20160619201400"
"2251","Health_effects_of_coal_ash","49627903","","14497","20160606003310"
"2252","Cristina_Possas","49644336","","20646","20160618160417"
"2253","Failures_of_water_supply_and_sanitation_systems","49664061","","54155","20160606003310"
"2254","Richard_Bonnie","49750551","","6332","20160606003310"
"2255","Polymer_sponge","49821898","","6465","20160606003310"
"2256","DICOMweb","49885025","","8393","20160606003310"
"2257","Vaginal_syringe","49932546","","7731","20160606003310"
"2258","Mevalonate_kinase_deficiency_(HIDS)","49976334","","12853","20160612230406"
"2259","RNA-dominant_disease","49980451","","4464","20160612013726"
"2260","Paula_method","49986510","","921","20160606003310"
"2261","Malan_triangles","50019371","","3428","20160520235040"
"2262","Naked_Food_Magazine","50021604","","4114","20160619114122"
"2263","Reproductive_health_care_for_incarcerated_women_in_the_United_States","50066385","","34151","20160612015910"
"2264","Workers’_right_to_access_restroom","50164463","","15017","20160606094150"
"2265","Children's_right_to_adequate_nutrition_in_New_Zealand","50164726","","22489","20160606003310"
"2266","Timeline_of_global_health","50166890","","51043","20160619183548"
"2267","Brown_blotch_disease","50172287","","482","20160612140740"
"2268","Mathari_Hospital","50173122","","1691","20160606003310"
"2269","Childbirth_in_Nepal","50217755","","59238","20160612095448"
"2270","Health-related_embarrassment","50231416","","1590","20160606003310"
"2271","Walsall_Integrated_Sexual_Health_Services","50261695","","2010","20160503091811"
"2272","Occupational_cardiovascular_disease","50263599","","1095","20160606003310"
"2273","Timeline_of_deworming","50293718","","8680","20160606003310"
"2274","Job_strain","50359909","","3460","20160606003310"
"2275","Timeline_of_nonprofit_evaluation","50371211","","13153","20160606003310"
"2276","3_by_5_Initiative","50401410","","3464","20160612000020"
"2277","Innovative_Vector_Control_Consortium","50426357","","4394","20160612140740"
"2278","The_State_of_the_World's_Children","50429661","","3736","20160606065941"
"2279","Medical_Nutrition","50430965","","8337","20160614064110"
"2280","Apparent_life-threatening_events","50462060","","1444","20160606003310"
"2281","Protein_quality","50500706","","13199","20160606003310"
"2282","Digestible_Indispensable_Amino_Acid_Score","50500819","","547","20160526130603"
"2283","Indiana_University_School_of_Public_Health-Bloomington","50503576","","6343","20160606003310"
"2284","Ergonomic_hazard","50504513","","756","20160612140740"
"2285","Child_survival_revolution","50508420","","7956","20160606003310"
"2286","Kampala_Medical_Chambers_Hospital","50558333","","4125","20160618040148"
"2287","Adherence_management_coaching","50559308","","29530","20160614190857"
"2288","Hemp_protein","50560634","","1468","20160618081926"
"2289","Participatory_poverty_assessment","50561434","","6383","20160606003310"
"2290","Voices_of_the_Poor","50568194","","3641","20160606003310"
"2291","NIA_rhesus_macaque_calorie_restriction_study","50569157","","1409","20160612140740"
"2292","Workplace_violation","50591637","","1632","20160611120328"
"2293","Amino_acid_score","50607069","","430","20160612140740"
"2294","Protein_digestibility","50611106","","251","20160526130603"
"2295","Galilee_Community_General_Jewish_Hospital_of_Uganda","50620650","","2063","20160618040148"
"2296","POLHN","50673950","","11020","20160619230814"
"2297","List_of_incurable_diseases","50688850","","8451","20160619101533"
"2298","Transgender_HIV/Aids_Prevention_Program","50709971","","5871","20160617231948"
"2299","International_Decision_Support_Initiative","50740518","","5000","20160612221548"
"2300","Health_Interventions_and_Technology_Assessment_Program","50741092","","9839","20160616052734"
"2301","Amanda_Glassman","50752199","","6997","20160608052430"
"2302","Occupational_epidemiology","50799575","","429","20160614013732"
"2303","Tobacco_21","50808326","","19493","20160616143033"
"2304","Health_systems_strengthening","50835353","","4535","20160617022118"
